code,edited description,short description
680,"Deficiency cited: Clinical records. 
 
Protection of information 
 
The clinical record, its contents and the information contained therein must be 
safeguarded against loss or unauthorized use. The hospice must be in compliance 
with the Department’s rules regarding personal health information as set out at 45 
CFR parts 160 and 164. (680)
",PROTECTION OF INFORMATION
681,"Deficiency cited: Clinical records. Standard: Retention of records 
 
Patient clinical records must be retained for 6 years after the death or discharge of 
the patient, unless State law stipulates a longer period of time.  If the hospice 
discontinues operation, hospice policies must provide for retention and storage of 
clinical records.  The hospice must inform its State agency and its CMS Regional 
office where such clinical records will be stored and how they may be accessed. (681)
",RETENTION OF RECORDS
682,"Deficiency cited: Clinical records. 

Discharge or transfer of care 
 
(1) If the care of a patient is transferred to another Medicare/Medicaid-certified 
facility, the hospice must forward, to the receiving facility, a copy of- (682)",DISCHARGE OR TRANSFER OF CARE
683,"Deficiency cited: Clinical records. 

Discharge or transfer of care 
 
If a patient revokes the election of hospice care, or is discharged 
from hospice in accordance with §418.26, the hospice must forward to the patient’s 
attending physician, a copy of- (683)
",DISCHARGE OR TRANSFER OF CARE
684,"Deficiency cited: Clinical records. 

Discharge or transfer of care. The hospice discharge summary as required by (e)(1) and (e)(2) of 
this section must include— 
 

(i)  The hospice discharge summary; and 
(ii)  The patient’s clinical record, if requested. 
The hospice discharge summary; and 
The patient’s clinical record, if requested.  

(i)  A summary of the patient's stay including treatments, symptoms and pain 
management;  
(ii)  The patient's current plan of care; 
(iii)  The patient's latest physician orders; and  
(iv)  Any other documentation that will assist in post-discharge continuity of 
care or that is requested by the attending physician or receiving facility. (684)",DISCHARGE OR TRANSFER OF CARE
685,"Deficiency cited: Retrieval of clinical records  
 
The clinical record, whether hard copy or in electronic form, must be made readily 
available on request by an appropriate authority. (685)
",RETRIEVAL OF CLINICAL RECORDS
686,"Deficiency cited: Drugs and biologicals, medical supplies, and 
durable medical equipment. (686)",DRUGS BIOLOGICALS MEDICAL SUPPLIES & DME
687,"Deficiency cited: Drugs and biologicals, medical supplies, and 
durable medical equipment
 
Medical supplies and appliances, as described in §410.36 of this chapter; 
durable medical equipment, as described in §410.38 of this chapter; and drugs and 
biologicals related to the palliation and management of the terminal illness and 
related conditions, as identified in the hospice plan of care, must be provided by the 
hospice while the patient is under hospice care. (687)
",DRUGS BIOLOGICALS MEDICAL SUPPLIES & DME
688,"Deficiency cited: Drugs and biologicals, medical supplies, and 
durable medical equipment
 
Managing drugs and biologicals. 
 
(1) The hospice must ensure that the interdisciplinary group confers with an 
individual with education and training in drug management as defined in hospice 
policies and procedures and State law, who is an employee of or under contract with 
the hospice to ensure that drugs and biologicals meet each patient’s needs.  (688)
",MANAGING DRUGS AND BIOLOGICALS
689,"Deficiency cited: Drugs and biologicals, medical supplies, and 
durable medical equipment

A hospice that provides inpatient care directly in its own facility must provide 
pharmacy services under the direction of a qualified licensed pharmacist who is an 
employee of or under contract with the hospice. The provided pharmacist services 
must include evaluation of a patient’s response to medication therapy, identification 
of potential adverse drug reactions, and recommended appropriate corrective 
action. (689)",MANAGING DRUGS AND BIOLOGICALS
690,"Deficiency cited: Drugs and biologicals, medical supplies, and 
durable medical equipment. Ordering of drugs. 
 
(1) Only a physician as defined by Section 1861(r)(1) of the Act, or a nurse 
practitioner in accordance with the plan of care and State law, may order drugs for 
the patient.  
 
(2) If the drug order is verbal or given by or through electronic transmission— 
 
(i)  It must be given only to a licensed nurse, nurse practitioner (where 
appropriate), pharmacist, or physician; and  

(ii)  The individual receiving the order must record and sign it immediately 
and have the prescribing person sign it in accordance with State and 
Federal regulations. (690)",ORDERING OF DRUGS
691,"Deficiency cited: Drugs and biologicals, medical supplies, and 
durable medical equipment
 
Dispensing of drugs and biologicals. 
 
The hospice must— 

(i)  Have a written policy in place that promotes dispensing accuracy; and 
(ii)  Maintain current and accurate records of the receipt and disposition of 
all controlled drugs.  

(1)  Obtain drugs and biologicals from community or institutional pharmacists or 
stock drugs and biologicals itself. 

(2)  The hospice that provides inpatient care directly in its own facility must: (691)",DISPENSING OF DRUGS AND BIOLOGICALS
692,"Deficiency cited: Drugs and biologicals, medical supplies, and 
durable medical equipment
 
Administration of drugs and biologicals. 
 
(1) The interdisciplinary group, as part of the review of the plan of care, must 
determine the ability of the patient and/or family to safely self-administer drugs 
and biologicals to the patient in his or her home.  

(2) Patients receiving care in a hospice that provides inpatient care directly in its 
own facility may only be administered medications by the following individuals:  (692)

",ADMINISTRATION OF DRUGS AND BIOLOGICALS
693,"Deficiency cited: Drugs and biologicals, medical supplies, and 
durable medical equipment
 
Labeling, disposing, and storing of drugs and biologicals 
 
(i)  A licensed nurse, physician, or other health care professional in 
accordance with their scope of practice and State law; 

(iii)  An employee who has completed a State-approved training program in 
medication administration; and 

(iv)  The patient, upon approval by the interdisciplinary group. 

(1) Labeling. Drugs and biologicals must be labeled in accordance with currently 
accepted professional practice and must include appropriate usage and 
cautionary instructions, as well as an expiration date (if applicable).  (693) 
",LABEL DISPOSE STORAGE DRUGS
694,"Deficiency cited: Drugs and biologicals, medical supplies, and 
durable medical equipment
Disposing. 
 
Safe use and disposal of controlled drugs in the patient’s home. The hospice 
must have written policies and procedures for the management and disposal of 
controlled drugs in the patient’s home. (694)
",LABEL DISPOSE STORAGE DRUGS
695,"Deficiency cited: Drugs and biologicals, medical supplies, and 
durable medical equipment
 
Provide a copy of the hospice written policies and procedures on 
the management and disposal of controlled drugs to the patient or patient 
representative and family; (695)
",LABEL DISPOSE STORAGE DRUGS
696,"Deficiency cited: Drugs and biologicals, medical supplies, and 
durable medical equipment
 
Discuss the hospice policies and procedures for managing the 
safe use and disposal of controlled drugs with the patient or representative and the 
family in a language and manner that they understand to ensure that these parties 
are educated regarding the safe use and disposal of controlled drugs; and (696)
",LABEL DISPOSE STORAGE DRUGS
697,"Deficiency cited: Drugs and biologicals, medical supplies, and 
durable medical equipment
 
Document in the patient’s clinical record that the written policies 
and procedures for managing controlled drugs was provided and discussed. (697)
",LABEL DISPOSE STORAGE DRUGS
698,"Deficiency cited: Drugs and biologicals, medical supplies, and 
durable medical equipment
Disposal of controlled drugs in hospices that provide 
inpatient care directly. The hospice that provides inpatient care directly in its 
own facility must dispose of controlled drugs in compliance with the hospice 
policy and in accordance with State and Federal requirements. The hospice must 
maintain current and accurate records of the receipt and disposition of all 
controlled drugs. (698)
",LABEL DISPOSE STORAGE DRUGS
699,"Deficiency cited: Drugs and biologicals, medical supplies, and 
durable medical equipment
 
Storing -  The hospice that provides inpatient care directly in its own 
facility must comply with the following additional requirements- 
 
(i)  All drugs and biologicals must be stored in secure areas.  All controlled drugs 
listed in Schedules II, III, IV, and V of the Comprehensive Drug Abuse 
Prevention and Control Act of 1976 must be stored in locked compartments 
within such secure storage areas.  Only personnel authorized to administer 
controlled drugs as noted in paragraph (d)(2) of this section may have access 
to the locked compartments; and (699)
",LABEL DISPOSE STORAGE DRUGS
700,"Deficiency cited: Drugs and biologicals, medical supplies, and 
durable medical equipment
Discrepancies in the acquisition, storage, dispensing, 
administration, disposal, or return of controlled drugs must be investigated 
immediately by the pharmacist and hospice administrator and where required 
reported to the appropriate State authority. A written account of the 
investigation must be made available to State and Federal officials if required by 
law or regulation.  (700)",LABEL DISPOSE STORAGE DRUGS
701,"Deficiency cited: Use and maintenance of equipment and supplies 
 
(1) The hospice must ensure that manufacturer recommendations for performing 
routine and preventive maintenance on durable medical equipment are followed.  
The equipment must be safe and work as intended for use in the patient's 
environment.  Where a manufacturer recommendation for a piece of equipment 
does not exist, the hospice must ensure that repair and routine maintenance policies 
are developed.  The hospice may use persons under contract to ensure the 
maintenance and repair of durable medical equipment.  (701)
",USE AND MINTENANCE OF EQUIPMENT AND SUPPLIES
702,"Deficiency cited: Use and maintenance of equipment and supplies 

The hospice must ensure that the patient, where appropriate, as well 
as the family and/or other caregiver(s), receive instruction in the safe use of durable 
medical equipment and supplies.  The hospice may use persons under contract to 
ensure patient and family instruction.  The patient, family, and/or caregiver must be 
able to demonstrate the appropriate use of durable medical equipment to the 
satisfaction of the hospice staff. (702) 
",USE AND MINTENANCE OF EQUIPMENT AND SUPPLIES
703,"Deficiency cited: Use and maintenance of equipment and supplies 

Hospices may only contract for durable medical equipment services 
with a durable medical equipment supplier that meets the Medicare DMEPOS 
Supplier Quality and Accreditation Standards at 42 CFR §424.57. 
Interpretive Guidelines §418.106(f)(3) (703)

",USE AND MINTENANCE OF EQUIPMENT AND SUPPLIES
704,Deficiency cited: Short-term inpatient care. (704),SHORT-TERM INPATIENT CARE
705,"Deficiency cited: Short-term inpatient care. 
Inpatient care must be available for pain control, symptom management, 
and respite purposes, and must be provided in a participating Medicare or 
Medicaid facility. (705)
",SHORT-TERM INPATIENT CARE
706,"Deficiency cited: Short-term inpatient care. 
 
Inpatient care for symptom management and pain control.  
 
Inpatient care for pain control and symptom management must be provided in one 
of the following:  
 
(1)  A Medicare-certified hospice that meets the conditions of participation for 
providing inpatient care directly as specified in §418.110.  (706)
",INPATIENT CARE PAIN & SYMPTOM CONTROL
707,"Deficiency cited: Short-term inpatient care. 
 
Medicare-certified hospital or a skilled nursing facility that also 
meets the standards specified in §418.110(b) and (e) regarding 24-hour nursing 
services and patient areas.  (707)",INPATIENT CARE PAIN & SYMPTOM CONTROL
708,"Deficiency cited: Inpatient care for respite purposes 
 
Inpatient care for respite purposes must be provided by one of the following:  
 
(i)  A provider specified in paragraph (a) of this section.  
(708)",INPATIENT CARE FOR RESPITE PURPOSES
709,"Deficiency cited: Short-term inpatient care. 

Inpatient care for respite purposes must be provided by one of the following:  
A Medicare or Medicaid-certified nursing facility that also 
meets the standards specified in §418.110 (e). (709)
",INPATIENT CARE FOR RESPITE PURPOSES
710,"Deficiency cited: Short-term inpatient care. 

The facility providing respite care must provide 24-hour nursing 
services that meet the nursing needs of all patients and are furnished in accordance 
with each patient’s plan of care.  Each patient must receive all nursing services as 
prescribed and must be kept comfortable, clean, well-groomed, and protected from 
accident, injury, and infection.  (710)",INPATIENT CARE FOR RESPITE PURPOSES
711,"Deficiency cited: Short-term inpatient care. 
 
Inpatient care provided under arrangements 
If the hospice has an arrangement with a facility to provide for short-term inpatient 
care, the arrangement is described in a written agreement, coordinated by the 
hospice and at a minimum specifies — 
 
(1) That the hospice supplies the inpatient provider a copy of the patient’s plan of 
care and specifies the inpatient services to be furnished; (711)",INPATIENT CARE PROVIDED UNDER ARRANGEMENTS
712,"Deficiency cited: Short-term inpatient care. 
 
Inpatient care provided under arrangements 
If the hospice has an arrangement with a facility to provide for short-term inpatient 
care, the arrangement is described in a written agreement, coordinated by the 
hospice and at a minimum specifies — 

That the inpatient provider has established patient care policies 
consistent with those of the hospice and agrees to abide by the palliative care 
protocols and plan of care established by the hospice for its patients (712)
",INPATIENT CARE PROVIDED UNDER ARRANGEMENTS
713,"L713 
 
(Rev. 69, Issued: 12-15-10, Effective: 10-01-10, Implementation: 10-01-10) 
 
§418.108(c)(3) - That the hospice patient’s inpatient clinical record includes a record 
of all inpatient services furnished and events regarding care that occurred at the 
facility; that a copy of the discharge summary be provided to the hospice at the time 
of discharge; and that a copy of the inpatient clinical record is available to the 
hospice at the time of discharge; 
 
 
L714 
",INPATIENT CARE PROVIDED UNDER ARRANGEMENTS
714,"Deficiency cited: Short-term inpatient care. 
 
Inpatient care provided under arrangements 
If the hospice has an arrangement with a facility to provide for short-term inpatient 
care, the arrangement is described in a written agreement, coordinated by the 
hospice and at a minimum specifies — 
 
That the inpatient facility has identified an individual within the 
facility who is responsible for the implementation of the provisions of the 
agreement (714)
",INPATIENT CARE PROVIDED UNDER ARRANGEMENTS
715,"Deficiency cited: Short-term inpatient care. 
 
Inpatient care provided under arrangements 
If the hospice has an arrangement with a facility to provide for short-term inpatient 
care, the arrangement is described in a written agreement, coordinated by the 
hospice and at a minimum specifies — 
 
That the hospice retains responsibility for ensuring that the training 
of personnel who will be providing the patient’s care in the inpatient facility has 
been provided and that a description of the training and the names of those giving 
the training are documented (715)
 
 
L716 
",INPATIENT CARE PROVIDED UNDER ARRANGEMENTS
716,"Deficiency cited: Short-term inpatient care. 
 
Hospices may have arrangements with more than one facility for the provision of 
inpatient care. (716)",INPATIENT CARE PROVIDED UNDER ARRANGEMENTS
717,"Deficiency cited: Short-term inpatient care. 
Inpatient care limitation    
 
The total number of inpatient days used by Medicare beneficiaries who elected 
hospice coverage in a 12-month period in a particular hospice may not exceed 20 
percent of the total number of hospice days consumed in total by this group of 
beneficiaries.   (716)",INPATIENT CARE LIMITATION
718,"Deficiency cited: Short-term inpatient care. 
Exemption from limitation  
 
Before October 1, 1986, any hospice that began operation before January 1, 1975, is 
not subject to the limitation specified in paragraph (d) of this section.  
(718)
",EXEMPTION FROM LIMITATION
719,Deficiency cited: Hospices that provide inpatient care directly (719),HOSPICES THAT PROVIDE INPATIENT CARE DIRECTLY
720,"Deficiency cited: Hospices that provide inpatient care directly
 
A hospice that provides inpatient care directly in its own facility must 
demonstrate compliance with all of the following standards: 
(720)
",HOSPICES THAT PROVIDE INPATIENT CARE DIRECTLY
721,"Deficiency cited: Hospices that provide inpatient care directly
 
Standard:  Staffing 
 
The hospice is responsible for ensuring that staffing for all services reflects its 
volume of patients, their acuity, and the level of intensity of services needed to 
ensure that plan of care outcomes are achieved and negative outcomes are avoided. 
 
The intent of this regulation is to ensure that the hospice provides staffing that is adequate 
to meet patient needs. Adequate staff means that the numbers and types of qualified, 
trained, and experienced staff on the inpatient unit meet the care needs of every patient. 
(721)",STAFFING
722,"Deficiency cited: Hospices that provide inpatient care directly
 
Standard: Twenty-four hour nursing services 
 
(1) The hospice facility must provide 24-hour nursing services that meet the nursing 
needs of all patients and are furnished in accordance with each patient’s plan of 
care.  Each patient must receive all nursing services as prescribed and must be kept 
comfortable, clean, well-groomed, and protected from accident, injury, and 
infection. (722)
",TWENTY-FOUR HOUR NURSING SERVICES
723,"Deficiency cited: Hospices that provide inpatient care directly
 
If at least one patient in the hospice facility is receiving general 
inpatient care, then each shift must include a registered nurse who provides direct 
patient care. (723)",TWENTY-FOUR HOUR NURSING SERVICES
724,"Deficiency cited: Hospices that provide inpatient care directly
 
Standard: Physical environment. 
 
The hospice must maintain a safe physical environment free of hazards for patients, 
staff, and visitors. (724)",PHYSICAL ENVIRONMENT
725,"Deficiency cited: Hospices that provide inpatient care directly
 
Safety management.   
 
(i) - The hospice must address real or potential threats to the health and 
safety of the   patients, others, and property.  (725)",SAFETY MANAGEMENT
726,"Deficiency cited: Hospices that provide inpatient care directly

The hospice must have a written disaster preparedness plan 
in effect for managing the consequences of power failures, natural disasters, and 
other emergencies that would affect the hospice's ability to provide care.  The 
plan must be periodically reviewed and rehearsed with staff (including non-
employee staff) with special emphasis placed on carrying out the procedures 
necessary to protect patients and others. (726)",SAFETY MANAGEMENT
727,"Deficiency cited: Hospices that provide inpatient care directly
 
 Physical plant and equipment.  The hospice must develop 
procedures for controlling the reliability and quality of-- 
 
(i)  The routine storage and prompt disposal of trash and medical 

(ii)  Light, temperature, and ventilation/air exchanges throughout the 

(iii)  Emergency gas and water supply; and  
(iv)  The scheduled and emergency maintenance and repair of all 
waste; hospice; equipment. (727)

",SAFETY MANAGEMENT
728,"Deficiency cited: Hospices that provide inpatient care directly
 
Standard: Fire protection 
 
(1)  Except as otherwise provided in this section--  

(i)  The hospice must meet the provisions applicable to nursing homes of the 
2000 edition of the Life Safety Code (LSC) of the National Fire Protection 
Association (NFPA). (728)",FIRE PROTECTION
729,"Deficiency cited: Hospices that provide inpatient care directly
 
Standard:  Patient areas.  
 
The hospice must provide a home-like atmosphere and ensure that patient areas are 
designed to preserve the dignity, comfort, and privacy of patients.  
 
(1) The hospice must provide— 
 
(i)  Physical space for private patient and family visiting; 
(ii)  Accommodations for family members to remain with the patient 
throughout the night; and 

(iii)  Physical space for family privacy after a patient's death.  

(2) The hospice must provide the opportunity for patients to receive visitors at any 
hour, including infants and small children.  (729)",PATIENT AREAS
730,"Deficiency cited: Hospices that provide inpatient care directly
Patient rooms.   
 
(1)  The hospice must ensure that patient rooms are designed and equipped for 
nursing care, as well as the dignity, comfort, and privacy of patients.  

(2)  The hospice must accommodate a patient and family request for a single room 
whenever possible. 

(3)  Each patient's room must— 
 
(i)  Be at or above grade level. (730)

 

 

 

 

 

 

(ii)  Contain a suitable bed and other appropriate furniture for each 

patient;  

(iii)  Have closet space that provides security and privacy for clothing and 

personal belongings; 

(iv)  Accommodate no more than two patients and their family members; 

(v)  Provide at least 80 square feet for each residing patient in a double 

room and at least 100 square feet for each patient residing in a single 
room; and  

(vi)  Be equipped with an easily-activated, functioning device accessible to 

the patient, that is used for calling for assistance.  

 
(4)  For a facility occupied by a Medicare-participating hospice on December 2, 
2008, CMS may waive the space and occupancy requirements of paragraphs 
(f)(2)(iv) and (f)(2)(v) of this section if it determines that— 
 

(i) 

Imposition of the requirements would result in unreasonable hardship 
on the hospice if strictly enforced; or jeopardize its ability to continue to 
participate in the Medicare program; and 

(ii)  The waiver serves the needs of the patient and does not adversely affect 

their health and safety. 
 
 

Interpretive Guidelines §418.110(f) 
 
In addition to a clean, comfortable bed, each patient should have at least a place to put 
personal effects, such as pictures and a clock, furniture suitable for the comfort of the 
patient and visitors (i.e., a chair) and adequate lighting suitable to the tasks the patient 
chooses to perform, or the inpatient staff needs to perform. 
 
Waiver requests mentioned in this requirement must be submitted in writing to the CMS 
RO. 
 
Probes §418.110(f) 
 
Does each bed have a flame retardant cubicle curtains, movable screens, or other 
acceptable means of providing full visual privacy?   
 
 
L731 
",PATIENT ROOMS
731,"Deficiency cited: Hospices that provide inpatient care directly
 
Toilet and bathing facilities. 
 
Each patient room must be equipped with, or conveniently located near, toilet and 
bathing facilities.  (731)
",TOILET AND BATHING FACILITIES
732,"Deficiency cited: Hospices that provide inpatient care directly
Plumbing facilities.  
 
The hospice must— 
 
(1)  Have an adequate supply of hot water at all times; and  
 
(3) Have plumbing fixtures with control valves. (732)",PLUMBING FACILITIES
733,"Deficiency cited: Hospices that provide inpatient care directly
 
Infection control. 
  
The hospice must maintain an infection control program that protects patients, staff 
and others by preventing and controlling infections and communicable disease as 
stipulated in §418.60. (733)",INFECTION CONTROL
734,"Deficiency cited: Hospices that provide inpatient care directly
 
Sanitary environment 
 
The hospice must provide a sanitary environment by following current standards of 
practice, including nationally recognized infection control precautions, and avoid 
sources and transmission of infections and communicable diseases. (734)",SANITARY ENVIRONMENT
735,"Deficiency cited: Hospices that provide inpatient care directly
Linen.  
 
The hospice must have available at all times a quantity of clean linen in sufficient 
amounts for all patient uses.  Linens must be handled, stored, processed, and 
transported in such a manner as to prevent the spread of contaminants. (735)
",LINEN
736,"Deficiency cited: Hospices that provide inpatient care directly
 
Meal service and menu planning.  
 
The hospice must furnish meals to each patient that are— 
 
(1)  Consistent with the patient’s plan of care, nutritional needs, and therapeutic 
diet; 
(2)  Palatable, attractive, and served at the proper temperature; and  
(3)  Obtained, stored, prepared, distributed, and served under sanitary conditions. (736)
",MEAL SERVICE AND MENU PLANNING
737,"Deficiency cited: Hospices that provide inpatient care directly
Restraint or seclusion.  

All patients have the right to be free from physical or mental abuse, and corporal 
punishment.  All patients have the right to be free from restraint or seclusion, of any 
form, imposed as a means of coercion, discipline, convenience, or retaliation by 
staff.  Restraint or seclusion may only be imposed to ensure the immediate physical 
safety of the patient, a staff member, or others and must be discontinued at the 
earliest possible time. (737)
",RESTRAINT OR SECLUSION
738,"Deficiency cited: Hospices that provide inpatient care directly
 
Restraint or seclusion may only be used when less restrictive 
interventions have been determined to be ineffective to protect the patient, a staff 
member, or others from harm. (738)
",RESTRAINT OR SECLUSION
739,"Deficiency cited: Hospices that provide inpatient care directly
The type or technique of restraint or seclusion used must be the 
least restrictive intervention that will be effective to protect the patient, a staff 
member, or others from harm. (739)
",RESTRAINT OR SECLUSION
740,"Deficiency cited: Hospices that provide inpatient care directly
 
The use of restraint or seclusion must be-- 
 
(i)  In accordance with a written modification to the patient’s plan of care; and 
(ii)  Implemented in accordance with safe and appropriate restraint and 
seclusion techniques as determined by hospice policy in accordance with 
State law. (740)
",RESTRAINT OR SECLUSION
741,"Deficiency cited: Hospices that provide inpatient care directly
 
The use of restraint or seclusion must be in accordance with the 
order of a physician authorized to order restraint or seclusion by hospice policy in 
accordance with State law. (741)",RESTRAINT OR SECLUSION
742,"Deficiency cited: Hospices that provide inpatient care directly
Orders for the use of restraint or seclusion must never be written 
as a standing order or on an as needed basis (742)
",RESTRAINT OR SECLUSION
743,"Deficiency cited: Hospices that provide inpatient care directly
 
The medical director or physician designee must be consulted as 
soon as possible if the attending physician did not order the restraint or seclusion. (743)
",RESTRAINT OR SECLUSION
744,"Deficiency cited: Hospices that provide inpatient care directly
 
Unless superseded by State law that is more restrictive — 
 
(i)  Each order for restraint or seclusion used for the management of violent 
or self-destructive behavior that jeopardizes the immediate physical 
safety of the patient, a staff member, or others may only be renewed in 
accordance with the following limits for up to a total of 24 hours: 
 
(A)  4 hours for adults 18 years of age or older; 
(B)   2 hours for children and adolescents 9 to 17 years of age; or 
(C)  1 hour for children under 9 years of age; and 

After 24 hours, before writing a new order for the use of restraint or seclusion for 
the management of violent or self-destructive behavior, a physician authorized to 
order restraint or seclusion by hospice policy in accordance with State law must see 
and assess the patient.  
 

(ii)  Each order for restraint used to ensure the physical safety of the non-
violent or non-self-destructive patient may be renewed as authorized by 
hospice policy. (744)",RESTRAINT OR SECLUSION
745,"Deficiency cited: Hospices that provide inpatient care directly
 
Restraint or seclusion must be discontinued at the earliest possible 
time, regardless of the length of time identified in the order. (745)",RESTRAINT OR SECLUSION
746,"Deficiency cited: Hospices that provide inpatient care directly The condition of the patient who is restrained or secluded must be monitored by a physician or trained staff that have completed the training criteria specified in paragraph (n) of this section at an interval determined by hospice policy. (746) 
",RESTRAINT OR SECLUSION
747,"Deficiency cited: Hospices that provide inpatient care directly
 
Physician, including attending physician, training requirements 
must be specified in hospice policy.  At a minimum, physicians and attending 
physicians authorized to order restraint or seclusion by hospice policy in accordance 
with State law must have a working knowledge of hospice policy regarding the use of 
restraint or seclusion. (747)
",RESTRAINT OR SECLUSION
748,"Deficiency cited: Hospices that provide inpatient care directly
 
When restraint or seclusion is used for the management of violent 
or self-destructive behavior that jeopardizes the immediate physical safety of the 
patient, a staff member, or others, the patient must be seen face-to-face within 1 
hour after the initiation of the intervention -- 
 

(A)  The patient’s immediate situation; 
(B)  The patient’s reaction to the intervention; 
(C)  The patient’s medical and behavioral condition; and 
(D)  The need to continue or terminate the restraint or seclusion. 
(748)
",RESTRAINT OR SECLUSION
749,"Deficiency cited: Hospices that provide inpatient care directly
When restraint or seclusion is used for the management of violent 
or self-destructive behavior that jeopardizes the immediate physical safety of the 
patient, a staff member, or others, the patient must be seen face-to-face within 1 
hour after the initiation of the intervention -- 
(i)  By a— 
(ii)  To evaluate— 
(A)  Physician; or   
(B)  Registered nurse who has been trained in accordance with the 

requirements specified in paragraph (n) of this section.  

§418.110(m)(12) -  States are free to have requirements by statute or regulation that 
are more restrictive than those contained in paragraph (m)(11)(i) of this section. (749)",RESTRAINT OR SECLUSION
750,"Deficiency cited: Hospices that provide inpatient care directly
 
Use of restraint or seclusion. If the face-to-face evaluation specified in §418.110(m)(11) is 
conducted by a trained registered nurse, the trained registered nurse must consult 
the medical director or physician designee as soon as possible after the completion 
of the 1-hour face-to-face evaluation. (750)
",RESTRAINT OR SECLUSION
751,"Deficiency cited: Hospices that provide inpatient care directly
 
Use of restraint or seclusion.  All requirements specified under this paragraph are applicable to 
the simultaneous use of restraint and seclusion.  Simultaneous restraint and 
seclusion use is only permitted if the patient is continually monitored-- 
 
(i)  Face-to-face by an assigned, trained staff member; or 
(ii)  By trained staff using both video and audio equipment.  This monitoring 
must be in close proximity to the patient. (751)
",RESTRAINT OR SECLUSION
752,"Deficiency cited: Hospices that provide inpatient care directly
 
Use of restraint or seclusion - When restraint or seclusion is used, there must be documentation 
in the patient’s clinical record of the following: 
 
(i)  The 1-hour face-to-face medical and behavioral evaluation if restraint or 
seclusion is used to manage violent or self-destructive behavior; 
(ii)  A description of the patient’s behavior and the intervention used; 
(iii)  Alternatives or other less restrictive interventions attempted (as 
applicable); 
(iv)  The patient’s condition or symptom(s) that warranted the use of the 
restraint or seclusion; and the patient’s response to the intervention(s) 
used, including the rationale for continued use of the intervention. (752)",RESTRAINT OR SECLUSION
753,"Deficiency cited: Hospices that provide inpatient care directly
 
Restraint or seclusion staff training requirements 
 
The patient has the right to safe implementation of restraint or seclusion by trained 
staff. (753)",RESTRAINT OR SECLUSION STAFF TRAINING REQMTS
754,"Deficiency cited: Hospices that provide inpatient care directly
 
Restraint or seclusion staff training requirements 
 
Training intervals.  All patient care staff working in the hospice 
inpatient facility must be trained and able to demonstrate competency in the 
application of restraints, implementation of seclusion, monitoring, assessment, and 
providing care for a patient in restraint or seclusion— 
 
All staff designated by the hospice as having direct patient care responsibilities, including 
contract or agency personnel, must demonstrate the competencies specified in standard 
(n) prior to participating in the application of restraints, implementation of seclusion, 
monitoring, assessment, or care of a patient in restraint or seclusion.  These competencies 
must be demonstrated initially as part of hospice orientation and subsequently on a 
periodic basis consistent with hospice policy.  Hospices have the flexibility to identify a 
time frame for ongoing training based on the level of staff competency, and the needs of 
the patient population(s) served. 
 
All staff working in a hospice that precludes the use of restraints or seclusion would not 
have to be trained or demonstrate competencies specified in this standard since no staff in 
a restraint free facility would be applying restraints or placing patients in seclusion.  In 
this situation, the hospice should ensure that all staff are aware of its restraint and 
seclusion free philosophy and provide ongoing training in this philosophy.  The hospice 
should also closely monitor patients to be sure that the use of any restraint or seclusion 
technique is not used. (754) 
",RESTRAINT OR SECLUSION STAFF TRAINING REQMTS
755,"Deficiency cited: Hospices that provide inpatient care directly
  
Training content. - The hospice must require appropriate staff to 
have education, training, and demonstrated knowledge based on the specific needs 
of the patient population in at least the following: 
 
(i)Techniques to identify staff and patient behaviors, events, and 
environmental factors that may trigger circumstances that require the 
use of a restraint or seclusion.  
(ii)The use of nonphysical intervention skills. 
(iii)  Choosing the least restrictive intervention based on an individualized 
assessment of the patient’s medical, or behavioral status or condition. 
The safe application and use of all types of restraint or seclusion used in 
the hospice, including training in how to recognize and respond to signs 
of physical and psychological distress (for example, positional asphyxia). 
Clinical identification of specific behavioral changes that indicate that 
restraint or seclusion is no longer necessary. 
(vi)  Monitoring the physical and psychological well-being of the patient who 
is restrained or secluded, including but not limited to, respiratory and 
circulatory status, skin integrity, vital signs, and any special 
requirements specified by hospice policy associated with the 1-hour face-
to-face evaluation. 
(vii)  The use of first aid techniques and certification in the use of 
cardiopulmonary resuscitation, including required periodic 
recertification. 
(755)
",RESTRAINT OR SECLUSION STAFF TRAINING REQMTS
756,"Deficiency cited: Hospices that provide inpatient care directly
 
Trainer requirements.  Individuals providing staff training must be 
qualified as evidenced by education, training, and experience in techniques used to 
address patients’ behaviors. (756)",RESTRAINT OR SECLUSION STAFF TRAINING REQMTS
757,"Deficiency cited: Hospices that provide inpatient care directly
 
Training documentation.  The hospice must document in the staff 
personnel records that the training and demonstration of competency were 
successfully completed. 
 
Procedures and Probes §418.110(n)(4)  
 
•  Request a copy of the training curriculum for the use of restraints or seclusion.  
Does it contain all the required content items as prescribed in this Standard?   
•  Request a copy of new employee orientation content to assure that information on 
use of restraints or seclusion is included. 
•  Review attendance sheets for initial and periodic training sessions.  
•  Review 3 new employee (hired within the past 12 months) personnel files to 
assure there is evidence of appropriate training in restraint and seclusion use.  
•  Conduct an interview with the actual trainer if additional validation is needed. (757)",RESTRAINT OR SECLUSION STAFF TRAINING REQMTS
